Ссылка,Название должности,Зарплата,Необходимый опыт,Название компании,Город,Станция метро
https://hh.ru/vacancy/111959107?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике и ВЭД,Информация отсутствует,Информация отсутствует,MTRGROUP,Москва,Информация отсутствует
https://hh.ru/vacancy/112399019?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике на маркетплейсах,Информация отсутствует,Информация отсутствует,ИП Пахомов Андрей Юрьевич,Москва,Информация отсутствует
https://hh.ru/vacancy/110023139?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист в офис,Информация отсутствует,Информация отсутствует,ЭРКОН,Москва,Улица 1905 года
https://hh.ru/vacancy/112578922?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Верста,Москва,Информация отсутствует
https://hh.ru/vacancy/112681326?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике и закупкам,Информация отсутствует,Информация отсутствует,ИП Саркисова Татьяна Николаевна,Москва,Информация отсутствует
https://hh.ru/vacancy/112496334?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Диспетчер-логист,Информация отсутствует,Информация отсутствует,Кадровая компания Вераль,Москва,Красносельская
https://hh.ru/vacancy/111079366?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист по автовывозу контейнеров с терминалов,Информация отсутствует,Информация отсутствует,ООО Парус,Москва,Беговая
https://hh.ru/vacancy/112131370?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике и внешнеэкономической деятельности,Информация отсутствует,Информация отсутствует,ФБУН ЦНИИ Эпидемиологии Роспотребнадзора,Москва,Перово
https://hh.ru/vacancy/112577703?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Диспетчер-логист (удаленно),Информация отсутствует,Информация отсутствует,ANCOR,Москва,Информация отсутствует
https://hh.ru/vacancy/112574708?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,"ГК РОСТ, Отдел логистики",Москва,Информация отсутствует
https://hh.ru/vacancy/112573789?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Ведущий логист ВЭД,Информация отсутствует,Информация отсутствует,BUSINESS PRO,Москва,Информация отсутствует
https://hh.ru/vacancy/112489966?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Ассистент логиста,Информация отсутствует,Информация отсутствует,Аликсон,Москва,Каширская
https://hh.ru/vacancy/109562579?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике в Китай,Информация отсутствует,Информация отсутствует,"Д-Транс, Группа Компаний",Москва,Информация отсутствует
https://hh.ru/vacancy/112421631?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист/Помощник логиста,Информация отсутствует,Информация отсутствует,ООО Транс ком,Москва,Информация отсутствует
https://hh.ru/vacancy/112709521?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер отдела снабжения с функциями логиста,Информация отсутствует,Информация отсутствует,ООО Проф Инжиниринг,Москва,Пражская
https://hh.ru/vacancy/112487553?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Диспетчер-логист,Информация отсутствует,Информация отсутствует,ЗАО БКК Коломенский,Москва,Каширская
https://hh.ru/vacancy/107621625?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер-логист по международным перевозкам,Информация отсутствует,Информация отсутствует,ООО ЭМАКС Лоджистикс,Москва,Киевская
https://hh.ru/vacancy/110098986?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Хасан,Москва,Авиамоторная
https://hh.ru/vacancy/112571414?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по Логистике,Информация отсутствует,Информация отсутствует,ТОО Kenderi Logistics,Москва,Информация отсутствует
https://hh.ru/vacancy/110734694?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике (мультимодальные перевозки),Информация отсутствует,Информация отсутствует,ООО ТАЙСУ-ТБ,Москва,Волжская
https://hh.ru/vacancy/91546950?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Продавец-логист (ОКЕЙ Алтуфьево ТРЦ Весна),Информация отсутствует,Информация отсутствует,"О’КЕЙ ""Гипермаркеты""",Москва,Информация отсутствует
https://hh.ru/vacancy/112694962?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по работе с клиентами (логист),Информация отсутствует,Информация отсутствует,HOMMLER OÜ,Москва,Информация отсутствует
https://hh.ru/vacancy/112711794?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике и товарным запасам (маркетплейсы),Информация отсутствует,Информация отсутствует,ИП Ермолаев Владислав Александрович,Москва,Информация отсутствует
https://hh.ru/vacancy/112708604?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике и товарным запасам (маркетплейсы),Информация отсутствует,Информация отсутствует,RoomLogic (ИП Елкина Екатерина Андреевна),Москва,Тверская
https://hh.ru/vacancy/111204096?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист / Оператор отдела транспортной логистики (Москва),Информация отсутствует,Информация отсутствует,ООО АРС Экспресс,Москва,Волгоградский проспект
https://hh.ru/vacancy/110798798?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике ВЭД (импорт из Китая),Информация отсутствует,Информация отсутствует,Digital-агентство Asia Pacific,Москва,Информация отсутствует
https://hh.ru/vacancy/107389234?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист / Менеджер отдела логистики и монтажа рекламных конструкций,Информация отсутствует,Информация отсутствует,"BeeTL, Агентство интегрированных коммуникаций",Москва,Сухаревская
https://hh.ru/vacancy/85858705?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Ведущий специалист по закупкам АТИ (логистика снабжения и ВЭД),Информация отсутствует,Информация отсутствует,"АО Меридиан, Авиакомпания",Москва,Новые Черемушки
https://hh.ru/vacancy/111973777?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист в отдел международных морских контейнерных грузоперевозок,Информация отсутствует,Информация отсутствует,ООО ТСЛ(Транс Спектр Логистик),Москва,Информация отсутствует
https://hh.ru/vacancy/112198270?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Помощник логиста/ассистент отдела логистики,Информация отсутствует,Информация отсутствует,SILENKO AUTOcratia,Москва,Автозаводская
https://hh.ru/vacancy/112444222?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Водитель-логист,Информация отсутствует,Информация отсутствует,ФГУП Федеральный центр по проектированию и развитию объектов ядерной медицины,Москва,Щукинская
https://hh.ru/vacancy/94810826?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист-оператор / Грузчик (ОКЕЙ Алтуфьевское ТРЦ Весна),Информация отсутствует,Информация отсутствует,"О’КЕЙ ""Гипермаркеты""",Москва,Информация отсутствует
https://hh.ru/vacancy/112576187?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Помощник логиста на склад,Информация отсутствует,Информация отсутствует,ООО СИСТЕМЫ КОМПЛЕКСНОЙ ЛОГИСТИКИ,Москва,Румянцево
https://hh.ru/vacancy/112448546?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике и ВЭД (в единственном числе),Информация отсутствует,Информация отсутствует,ООО Ино Тренд Групп,Москва,Белокаменная
https://hh.ru/vacancy/112428926?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Ассистент логиста,Информация отсутствует,Информация отсутствует,STALOGISTIC,Москва,Дмитровская
https://hh.ru/vacancy/112535380?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике,Информация отсутствует,Информация отсутствует,ООО Объединенные кондитеры,Москва,Павелецкая
https://hh.ru/vacancy/112683900?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер по логистике в интернет-аптеку Polza.ru,Информация отсутствует,Информация отсутствует,ООО ФК ПУЛЬС,Москва,Информация отсутствует
https://hh.ru/vacancy/111493762?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Логист на собственный парк (20 тонн Реф),Информация отсутствует,Информация отсутствует,ООО Гарден,Москва,Информация отсутствует
https://hh.ru/vacancy/112640690?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Менеджер-логист в транспортный отдел.,Информация отсутствует,Информация отсутствует,ООО СТА-Центр,Москва,Улица Скобелевская
https://hh.ru/vacancy/111031666?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Ведущий менеджер по логистике в транспортную компанию,Информация отсутствует,Информация отсутствует,ООО Парус,Москва,Информация отсутствует
https://hh.ru/vacancy/112644123?query=%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%81%D1%82+%D0%BF%D0%BE+%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B5&hhtmFrom=vacancy_search_list,Ассистент менеджера по логистике (документооборот),Информация отсутствует,Информация отсутствует,ООО Альфа Транзит,Москва,Информация отсутствует
